sonaID,EnglishDominant,EnglishNative,languagelist,AofExposure,Gender,Age,SLH
36391,Yes,Yes,"English, Hindi, German","0, 0, 11",Female,18,No
31168,Yes,Yes,"English, Romanian, Italian, French","0, 0, 0, 0",Female,20,No
35236,Yes,Yes,English,0,Female,18,No
36283,No,No,"Mandarin, English, Japanese, French","0, 3, 17, 16",female,19,No
36397,Yes,No,"English, Hindi, Marathi, Sanskrit","2, 0, 7, 9",Male,18,No
23878,Yes,No,"Mandarin, English, Spanish, Cantonese, Japanese","3, 7, 11, 11, 14",Male,23,No
36055,Yes,No,"English, Nepali, Newari, Hindi, Urdu, French","2, 0, 0, 0, 0, 10",Male,19,No
36400,No,No,"Mandarin, English, Spanish, Japanese","0, 7, 14, 10",Cisgender female,18,No
36418,Yes,Yes,"English, Taglog, French, Spanish","0, 0, 0, 0",female,21,No
36415,Yes,Yes,"Cantonese, Mandarin, Japanese","0, 10, 19",Female,22,No
35422,Yes,Yes,"English, French, Greek","0, 5, 4",Female,19,No
35089,No,No,"Mandarin, English, Japanese","0, 0, 0",female,20,No
35071,No,No,"Japanese, English, French","0, 16, 3",Male,19,No
35602,Yes,Yes,"English, Tagalog, Farsi, French, Korean","0, 0, 0, 10, 15",Female,18,No
33436,Yes,Yes,"English, German","0, 13",female,19,No
35593,Yes,Yes,"English, Ilocano, Tagalog, French, Spanish","0, 0, 0, 0, 0",Male,18,No
35806,Yes,Yes,"English, Hindi, Gujurati, French","4, 2, 2, 10",Male,19,No
35821,Yes,Yes,"English, French","0, 10",Male,19,No
36430,No,No,"English, Mandarin, Cantonese","10, 0, 0",Female,22,No
36256,Yes,Yes,"English, French, Croatian","0, 5, 0",Female,19,No
36433,Yes,No,"Vietnamese, English, Mandarin, French","0, 4, 8, 18",Male,22,No
36412,Yes,Yes,"English, Korean","3, 1",Female,21,No
35992,Yes,Yes,"French, Spanish, Arabic, Mandarin","3, 2, 11, 16",Female,18,No
36403,Yes,Yes,English,0,Male,19,No
29068,Yes,Yes,"English, Farsi, French, Spanish, Portuguese, Italian","0, 0, 10, 13, 18, 18",Female/woman,20,No
36445,Yes,Yes,"English, Mandarin, Cantonese, French, Korean","0, 0, 0, 13, 13",Male,22,No
35458,Yes,Yes,"Mandarin, English, Cantonese","0, 8, 20",Male,20,No
36448,Yes,Yes,"English, French, Spanish","0, 10, 14",Female,19,No
31801,Yes,Yes,"French, English, German, korean","0, 0, 0, 0",woman,22,No
36439,Yes,Yes,"French, English","12, 0",male,18,No
36454,Yes,Yes,"English, Cantonese, Mandarin, French","0, 0, 0, 0",female,18,No
16264,Yes,No,"Russian, English, French","0, 6, 9",female,24,No
36457,Yes,Yes,"English, Mandarin, French, Spanish","0, 7, 6, 18",male,19,No
36463,Yes,Yes,"Dari (Farsi dialect), Hindi, French","0, 0, 1",Female,18,No
36460,No,No,"Mandarin, English","0, 10",female,20,No
36466,No,No,"Japanese, English","0, 10",Japanese,20,No
36469,No,No,"English, Mandarin, French, Cantonese","5, 0, 12, 10",male,19,No
36427,Yes,Yes,"Mandarin; spoke as a child but no longer able to speak, Cantonese; growing up, English; Current speaker, French; learned in high school","0, 0, 0, 0",male,19,No
36475,Yes,Yes,"English, French, Spanish","0, 4, 15",Female,20,No
36478,Yes,No,"English, Hindi, Spanish, Punjabi","0, 0, 0, 0",Male,21,No
36481,Yes,Yes,"English - Native Language, Hindi - Native Language, German - Learnt in middle school and high school, Spanish - Learnt in high school","0, 0, 11, 15",female,17,No
36484,Yes,Yes,"English, French, German","0, 0, 0",Nah,20,No
36121,No,Yes,"English, Assamese, Marwari, Hindi, Bengali, Nepalese, Korean, Japanese, French, Spanish","2, 3, 5, 0, 7, 7, 9, 9, 9, 15",Male,20,No
36487,Yes,Yes,"Punjabi, Hindi, French, English","0, 7, 14, 0",Female,21,No
36490,Yes,Yes,"English, French","1, 5",Male,18,No
36493,Yes,Yes,"English, French, Spanish","0, 0, 13",Non-binary,19,No
36496,Yes,Yes,"English, French","0, 0",male,18,No
31969,Yes,Yes,"English, French, Russian","0, 12, 19",Female,20,No
36499,No,No,"Punjabi, English, French","0, 0, 0",Female,17,No
36502,Yes,Yes,"English, Hindi, French, Arabic","0, 0, 5, 5",Female,18,No
36505,No,No,"Mandarin, English","0, 12",male,32,No
36514,No,No,"Cantonese, English, Mandarin, Russian, Korean, Spanish","0, 0, 0, 18, 16, 12",Male,18,NA
36511,Yes,Yes,"English, Japanese, French","0, 0, 12",female,20,No
36019,No,No,"english, french, creole morisyen, tamil","3, 0, 0, 5",male,20,No
36520,No,No,"English, Spanish","0, 20",Female,38,No
36013,Yes,Yes,"English, French, Mandarin, Cantonese, German, Vietnamese","0, 6, 16, 5, 16, 1",Female,20,No
36508,Yes,Yes,"English, Mandarin, French","0, 0, 0",Female,24,No
36526,Yes,Yes,"English, Tagalog, French, Spanish, Hindi, Telugu","0, 0, 5, 18, 13, 13",Female,21,No
33679,Yes,Yes,"english, spanish, french","0, 0, 5",female,19,No
36529,Yes,Yes,"English, Japanese, French","5, 0, 13",Male,18,No
35293,Yes,Yes,"English, French, Mandarin","0, 9, 0",Female,18,No
36532,No,Yes,English,0,Male,20,No
36535,No,No,"Vietnamses-native, English-second, Madarin-third","1, 7, 17",Female,19,No
36541,Yes,No,"Mandarin, Taiwanese, English","1, 5, 12",male,21,No
36169,Yes,Yes,"English, Vietnamese, French","0, 0, 12",Female,19,No
36544,Yes,Yes,"English, Tagalog","0, 0",Female,19,No
30355,Yes,Yes,"English, Cantonese, Mandarin, French, Japanese","2, 0, 0, 12, 18",female,20,No
31744,Yes,Yes,"English, Spanish","0, 7",Female,21,No
36547,Yes,No,"Hindi, English, Punjabi, Spanish","0, 4, 0, 12",Male,19,No
36235,Yes,No,"English, French, Hebrew, Arabic","0, 0, 0, 0",NA,NA,No
36421,Yes,No,"English, French","0, 5",Woman,19,No
35899,Yes,Yes,"English, Mandarin","4, 0",male,18,No
36553,Yes,Yes,"English, Chinese","4, 0",Male,19,No
36562,Yes,Yes,"English, Cantonese, French","0, 0, 11",Male,22,No
36559,No,No,"English, Spanish, Mandarin","0, 0, 22",Femal,24,No
36550,No,Yes,"English, Mandarin, Cantonese, French","9, 0, 0, 13",FEMALE,22,No
36556,Yes,Yes,"Cantonese, Mandarin","0, 6",Male,20,No
36568,Yes,Yes,"Mandarin, English","0, 0",male,20,No
36577,Yes,Yes,"German, Spanish, French","0, 10, 8",Woman,20,No
36586,Yes,No,"English, Korean","0, 0",Male,20,No
36595,Yes,Yes,"English, French, Punjabi","1, 7, 12",female,18 years old,No
23950,Yes,Yes,"English, French, Sign Language, Spanish","0, 10, 16, 6",Female,21,No
36589,Yes,Yes,"English, Spanish","0, 25",Female,31,No
36592,Yes,Yes,"English, Mandarin, French","6, 0, 9",Male,17,No
28348,Yes,Yes,"English, Japanese, Spanish","0, 18, 13",female,20,No
36601,Yes,Yes,"English, Yoruba, French","0, 0, 8",Female,18,No
34357,Yes,Yes,"English, Cantonese, Mandarin, French","5, 0, 15, 12",Male,21,No
36604,Yes,Yes,"Mandarin, European French, Brazilian Portuguese","0, 11, 17",Male,18,No
36607,Yes,Yes,"English, French, Cantonese","0, 5, 0",male,20,No
36613,Yes,Yes,"English, Korean, French","0, 0, 12",Female,19,No
36616,Yes,Yes,"English, French, Spanish, German","0, 10, 16, 20",Female,22,No
36610,No,No,"Vietnamese, English, French, Japanese","1, 3, 18, 16",Male,18,No
29881,Yes,Yes,"English, French, Spanish, Cantonese, Madarin","0, 4, 14, 0, 3",cis,20,No
36619,No,No,"English, French, Spanish","0, 0, 15",female,25,No
36622,Yes,Yes,English,0,Female,18,No
30706,Yes,Yes,"English, French","0, 7",Female,20,No
36625,Yes,Yes,English,0,Female,18,No
36628,Yes,Yes,"English, french, ASL, spanish","0, 10, 16, 16",female,18,No
36583,No,No,"Spanish, English, French","0, 6, 15",Femenine,22,No
31642,Yes,Yes,"English, Mandarin, Cantonese, Spanish, Korean, Japanese","0, 0, 0, 14, 12, 15",woman,19,No
36631,Yes,No,"English, Bengali, Hindi, French, Punjabi, Gujrati, Haryanvi, Tamil, Urdu, Marathi","0, 0, 0, 0, 0, 0, 0, 0, 0, 0",Female,21,No
36634,Yes,Yes,"English, French","0, 14",woman,18,No
28219,Yes,Yes,"English, Japanese, French, Korean","0, 0, 10, 16",Female,20,No
31840,Yes,No,"Korean(Seoul dialect), Japanese, Canadian English, French, Spanish, Mandarin","0, 9, 8, 10, 16, 20",Female,20,No
36643,Yes,No,"Bengali, Hindi, Tamil, Spanish","0, 6, 12, 16",Female,20,No
36649,No,No,"Korean, English","0, 13",Male,18,No
36646,Yes,Yes,"French, Danish, English, German, Spanish","0, 7, 9, 11, 18",Female,21,No
36451,Yes,No,"Korean, Canadian English","1, 9",Male,18,No
36652,No,No,"mandarin, English","0, 0",female,19,No
36655,Yes,Yes,"English, Gujarati, French, German, Swahili, Swedish, Norwegian","0, 0, 10, 23, 5, 20s, 20s",Male,26,"Yes, please specify the disorder or disability:"
36658,Yes,Yes,"English, Mandarin, French, Japanese, Spanish, German","0, 0, 4, 17, 15, 16",Female,19,No
28228,Yes,Yes,"English, Serbian, French","1, 0, 9",Male,20,No
36523,Yes,Yes,"English, Mandarin, Japanese, French","5, 0, 11, 9",Male,19,No
32107,Yes,Yes,"English, Punjabi, Hindi, French, Urdu","5, 0, 0, 0, 0",Female she/her,19,No
36664,Yes,Yes,English,0,Male,23,No
28237,Yes,Yes,"English, Croatian, Egyptian Arabic, French, Mandarin, Spanish","0, 0, 16, 16, 18, 14",Man,20,No
35875,No,No,"English, Arabic, Indonesian, Minang","2, 12, 0, 0",male,18,No
36673,Yes,Yes,"Spanish, Italian, English","14, 0, 0",female,18,No
36679,Yes,Yes,"English, Tagalog, Spanish, French","0, 0, 0, 0",Female,19,No
31072,Yes,Yes,"English, Mandarin","5, 0",Male (He/Him),17,No
35905,Yes,Yes,"English, Mandarin, Japanese, French","6, 4, 14, 12",Female,18,No
29665,No,No,,,NA,NA,No
36688,Yes,Yes,"English, Latin, French, Italian, Ukrainian","0, 18, 12, 19, 2",female,20,No
36307,Yes,Yes,"English, Greek, French, Spanish","0, 0, 13, 15",Female,18,No
30952,Yes,Yes,"English, Cantonese, Mandarin, French, Korean, Japanese","0, 0, 4, 10, 17, 6",Female,20,No
36703,Yes,Yes,"Korean (Gyeongsang dialect), Japanese, English","6, 12, 0",Gender fluid,18,No
36706,Yes,Yes,"English, French","0, 0",Male,19,No
36715,Yes,Yes,"English, French, Mandarin Chinese, Spanish, Korean, Cantonese","0, 10, 0, 18, 12, 0",He/Him - Male,26,No
36712,Yes,Yes,"Canadian English, Cantonese, Mandarin, Spanish, Korean, Taishanese (Cantonese dialect)","3, 0, 8, 11, 13, 0",Female,19,No
35428,Yes,NA,"English, Hindi, Punjabi","0, 0, 0",Female,20,No
23083,Yes,No,"English, Mandarin, Japanese, French, Southern Min","4, 0, 14, 20, 5",Male,24,No
36718,No,No,"English, Korean, French","5, 1, 16",Female,19,No
35059,Yes,Yes,"English, Mandarin, Cantonese","0, 0, 0",Male,20,No
34798,No,No,"English, Korean","4, 0",Male,19,No
35575,Yes,Yes,"English, French, German, Spanish, Russian, Japanese, Cree, Yucatek Maya","0, 32, 32, 33, 26, 34, 33, 33",male,35,No
36676,Yes,Yes,"English, Mandarin, French","0, 0, 11",male,18,No
36739,Yes,Yes,"English, Spanish, French","0, 14, 8",cis male,23,No
36745,No,No,"Chinese, English","0, 5",Female,19,No
36748,Yes,Yes,"English, Cantonese, Mandarin, Spanish, Korean","3, 0, 3, 15, 20",Female,20,No
36742,Yes,Yes,"English, Tagalog, French","0, 7, 7",Male,18,No
36754,Yes,Yes,"Mandarin, French, Swedish, English","0, 10, 20, 0",Male,20,No
36721,Yes,No,"Mandarin, English, Japanese, Spanish, French","0, 0, 10, 16, 13",Female,18,No
36757,No,No,"Mandarin, English","0, 6",Female,19,No
36760,No,Yes,"Hindi, English, French, Himachali, Urdu","0, 0, 18, 0, 0",Female,18,No
36727,Yes,Yes,"English, French, German","0, 7, 16",Male,22,No
36763,No,No,"Persian, English, French, Arabic","birth, 6, 6, 14",female,22,No
36661,Yes,Yes,"English, Hindi, Arabic, Kashmiri","4, 2, 6, 8",Male,18,No
34012,No,No,"Spanish, English, French","0, 3, 12",Female,20,No
28489,Yes,Yes,"English, Bangla","0, 0",Female,25,No
36685,Yes,No,"English, Hindi, Gujrati, French","1, 1, 1, 4",female,22,No
28429,No,No,"English, French, Punjabi","0, 10, 18",female,20,No
34990,No,No,"Cantonese, Mandarin, English","0, 0, 6",female,19,No
36697,Yes,No,"English, Hindi, Kangari, Punjabi, Sanskrit, Pahadi, French, Spanish","2, 1, 1, 13, 7, 1, 20, 18",Female,20,No
36769,Yes,Yes,"English, French","0, 11",Woman,18,No
36766,No,No,"Korean, English","0, 10",Female,19,No
31495,Yes,Yes,"English, Spanish, French","0, 0, 0",Female,25,No
36670,Yes,Yes,"English, Bislama","0, 5",F,25,No
36775,Yes,No,"Bengali, English, Hindi","0, 2, 9",Cisgender Male,18,No
36136,Yes,Yes,"English, Japanese, Mandarin, French, Korean","0, 0, 0, 10, 13",Female,19,No
36778,Yes,Yes,"Russian, English, Hebrew, French, Spanish","0, 1, 7, 9, 12",Female,19,No
36784,Yes,Yes,"English, Bengali, French, Arabic","6, 0, 16, 6",Female,20,No
36571,Yes,Yes,"English, Cantonese, French, Mandarin","0, 0, 0, 0",Female,18,No
36787,Yes,Yes,"english, ASL","1, 18",Female,18,No
35077,Yes,Yes,"English, French, Spanish","0, 9, 16","nonbinary, genderqueer",18,No
36517,No,No,"mandarin (native), american engligh, canadian english, japanese (have class in UBC)","0, 8, 18, 19",female,20,No
36793,No,No,"Korean, English, Spanish","0, 10, 16",Male,18,No
36790,Yes,Yes,"English, French, German, Japanese","0, 5, 16, 17",Female,18,No
36799,Yes,Yes,"English, French, Spanish","0, 15, 17",Male,20,No
35839,Yes,Yes,"Mandarin, Taiwanese, English, Spanish, French, Japanese, Korean","0, 0, 6, 10, 10, 8, 12",Female,19,No
36424,Yes,No,"English, Mandarin, French, Cantonese","0, 0, 11, 4",female,18,No
30274,Yes,Yes,"English, Punjabi, French","1, 1, 10",male,26,No
36802,No,No,"Hindi, English","0, 0",Male,18,No
36805,No,No,"english, hindi, punjabi, spanish","1, 1, 1, 9",FEMALE,17,No
36808,Yes,No,"Mandarin Chinese, Tianmen dialect of Mandarin Chinese, Canadian English, Japanese, around N3 level, German, beginner level, French, beginner level, Classical Latin, beginner level, Russian, only know how to read the cyrllic alphabet","0, 0, 9, 18, 20, 10, 22, 22",male,23,No
36724,Yes,Yes,"English, French, Spanish, Japanese","0, 2, 13, 19",Male,20,No
36682,Yes,No,"English, Sinhala, Spanish, French, Arabic","0, 0, 0, 0, 0",Cisgender female,18,No
36580,No,No,"Mandarin, Cantonese, English, Japanese, Korean","0, 6",female,19,No
36817,Yes,Yes,"English, French, German","0, 10, 6",Female,22,No
34735,No,No,"English, Mandarin","5, 0",Male,21,No
29866,Yes,No,"English, Tagalog","3, 0",Female,23,No
36820,No,Yes,"French, English, Spanish, Chinese, Hebrew","0, 5, 13, 4, 12",Male,18,No
36148,No,No,"Mandarin, English","0, 9",female,19,No
36823,No,No,"English, Korean, Japanese","7, 0, 13",Female,19,No
36826,No,No,"English, Korean, French","6, 0, 12",female,18,No
36829,No,Yes,"English, Japanese, French","0, 0, 0",Female,18,No
35728,Yes,Yes,"English, Mandarin","0, 19",Man,20,No
36796,Yes,No,"Punjabi, Urdu, Hindi","0, 0, 0",Female,19,No
28381,No,Yes,"Cantonese, Mandarin, Japanese, English","0, 0, 0, 0",male,29,No
36835,Yes,Yes,"English, Urdu, Pashto, French","0, 6, 0, 13",female,19,"Yes, please specify the disorder or disability:"
36736,Yes,No,Indonesian,0,Male,20,No
36832,Yes,No,"English, Mandarin, Cantonese, Beijing dialect, Japanese","05-Apr, 0, 10, 0, 17",male,18,No
36838,No,No,"Mandarin, English","0, 5",male,19,No
36844,Yes,NA,"English, Hokian","0, 0",Woman,18,No
36691,Yes,No,"English, Nepalese, Hindi, French, Panjabi","7, 0, 0, 9, 8",Male,19,No
36847,Yes,Yes,"English, Japanese, French","0, 0, 10",female,20,No
36841,Yes,Yes,"English, French, Italian","0, 5, 18",Male,19,No
36694,Yes,Yes,English,0,Female,19,No
31060,Yes,Yes,"English, French, German, Italian, Dutch, Norwiegen","0, 9, 21, 21, 45, 31",Man,47,No
33811,No,No,"English, French, German, Japanese, Korean","0, 11, 19, 14, 13",Non-binary trans-femme,20,No
36856,Yes,Yes,"English, Korean, Japanese","4, 0, 14",Female,20,No
36772,Yes,No,"urdu, Punjabi","0, 0",female,19,No
28231,Yes,Yes,"English, French, Japanese, Latin, Spanish, German, Swahili","0, 6, 15, 15, 16, 19, 20",Female,21,No
36862,Yes,Yes,"English, Hindi, French, Punjabi","0, 0, 0, 0",Male,21,No
36865,Yes,No,"Cantonese, English, Mandarin","0, 0, 0",female,17,No
29569,Yes,Yes,"English, French, Japanese","0, 8, 17",male,46,No
36877,No,No,"Russian, Kazakh, English","0, 0, 0",Female,21,No
36667,Yes,Yes,"English, Bangla, Hindi, Urdu","5, 2, 5, 10",Female,19,No
36874,Yes,Yes,"English, Farsi","4, 0",Female,22,No
36883,Yes,Yes,"Mandarin, French","0, 11",Male,19,No
36886,Yes,Yes,"Hindi, English, French, Sindhi","0, 0, 11, 0",Male,18,No
36871,Yes,Yes,"English, Spanish","0, 13",Male,19,No
27175,Yes,Yes,"Cantonese, Mandarin, Tagalog, Hokkien, American Sign Language, Korean, Spanish, Latin, French, Swedish","0, 0, 0, 0, 11, 15, 18, 18, 19, 20",NA,NA,No
36895,Yes,Yes,"English, Tamil, French","0, 0, 0",Male,22,No
36892,No,No,"Korean, American English","0, 7",Female,22,No
36898,Yes,No,"Thai, English","0, 5",Male,24,No
36904,No,Yes,"Mandarin, English","0, 15",male,19,No
36907,Yes,No,"English, Cantonese, Mandarin, Spanish","3, 0, 6, 20",M,24,No
36913,Yes,Yes,"English, French","0, 5",Male,19,No
36916,Yes,No,"Vietnamese, Chinese Hakka, Canadian English","0, 0, 2",Male,19,No
36919,Yes,Yes,"English, Tamil, Hindi, Malayalam, Korean","0, 0, 5, 5, 15",Female,18,No
36922,Yes,No,"Mandarin, English, Cantonese","0, 0, 0",man,18,No
36928,Yes,Yes,"English, French","0, 5",Male,19,No
36931,No,No,"Bengali, English, Hindi, French","0, 0, 0, 0",Male,19,No
36910,No,No,"english, chinese","0, 0",F,20,No
36925,No,No,"Hindi, English","0, 6",Male,18,No
34762,No,Yes,"English, Mandarin, French, Japanese","6, 0, 10, 11",female,20,No
36934,Yes,Yes,"English, Tagalog, Spanish","10, 4, 16",Male,24,No
36937,No,No,"English, French","0, 0",female,18,No
28552,Yes,Yes,"Tagalog, English, Korean, Mandarin","3, 5, 13, 13",Female,20,No
36940,Yes,Yes,"English, French, Spanish, German","0, 5, 16, 17",female,18,No
36943,No,No,"Mandarin, English","0, 6",male,20,No
36946,Yes,Yes,"Cantonese, English","0, 0",Male,21,No
37261,No,No,"Mandarin natively, Cantonese learned from parents, English learned in school, Spanish self study","0, 0, 8, 16",female,21,No
37117,Yes,No,"Indonesian, English, Chinese, Cantonese, Japanese, Korean, Manadonese","0, 3, 6, 15, 12, 19, 0",Female,21,No
37060,Yes,No,"Mandarin, (New Zealand/Canadian) English, Quebec French (education)","0, 0, 0",female,19,No
37264,Yes,Yes,"English, Spanish, Dutch","0, 15, 0",Female,20,No
37192,Yes,Yes,Korean,0,female,19,No
37267,Yes,Yes,"Korean - Native, speak it with parents, Tagalog - spoke it in pre-school when I lived their, forgot it completely now, Spanish - picking up more of it as my girlfriend and her family speaks Spanish, English - most comfortable speaking / expressing myself in English. Learned it as a child first in Philippines along with Tagalog, then continued to use it when I moved to Canada at a young age.","0, 5, 12, 5",male,22,No
37063,Yes,No,"Arabic, English, French, Italian","0, 3, 12, 13",Male,19,No
33403,Yes,Yes,"English, French, Spanish, German","0, 0, 0, 0",Female,19,No
37276,Yes,Yes,"English, Spanish, French","0, 0, 2",Female/woman,21,No
36970,Yes,Yes,"English, Japanese","0, 25",Male,29,No
33112,Yes,Yes,"Portugal portuguese, French, Spanish","6, 7, 19",Female,20,No
37189,Yes,Yes,"English (native), Japanese (second language)","0, 0",Female,19,No
31459,Yes,Yes,"English, Hokkien, Spanish, French","0, 0, 13, 10",Woman,19,No
36973,Yes,Yes,"English, Mandarin, French","0, 0, 9",Female,18,No
37108,Yes,Yes,"English, Canadian French","0, 9",Female,22,No
33268,Yes,Yes,"English, Punjabi","0, 0",Female,22,No
31393,Yes,Yes,"English, Mandarin, Spanish","5, 0, 14",Male,20,No
37279,Yes,Yes,"English, French","0, 5",female,18,No
37048,Yes,No,"English, Romanian, French, Korean, Spanish","4, 0, 5, 16, 10",Female,18,No
37255,Yes,No,"English, Cantonese, Mandarin, French","0, 0, 7, 12",Male cisgender,19,No
36964,Yes,Yes,"English, Brazilian Portuguese, Spanish","1, 0, 14",Male,21,No
37285,Yes,No,"English, Urdu, Hindi, Arabic, Spanish","3, 0, 0, 5, 16",Male,18,No
37288,Yes,Yes,"English, Spanish","0, 0",Female,22,No
36988,Yes,Yes,"English, French, Italian","0, 5, 13",Female,18,No
37297,Yes,Yes,"English, Hindi, Punjabi","3, 2, 13",female,18,No
37294,Yes,Yes,"English, French, Spanish","0, 0, 0",woman,19,No
32713,Yes,Yes,"English, French, Italian","0, 8, 0",female,19,No
37309,No,No,"Mandarin, English, Cantonese, French, Spanish","0, 5, 17, 17",Male,24,No
37312,Yes,Yes,"English, French, Spanish, British Sign Language","0, 5, 13, 23",Woman,25,No
37075,Yes,Yes,"English, Cantonese, French, Mandarin","0, 0, 15, 8",Male,18,No
37315,Yes,Yes,"English, Cantonese","5, 5",female,21,No
33883,Yes,Yes,"English, Spanish","0, 12",NA,19,No
37318,Yes,Yes,English,0,male,22,No
37321,Yes,Yes,"English, Cantonese, Mandarin, French, Vietnamese, Russian","0, 0, 5, 3, 0, 22",Female,28,No
37078,Yes,Yes,"English, French, Indonesian, Mandarin","0, 6, 0, 6",FEMALE,19,No
4675,Yes,Yes,"English, Spanish, French","0, 14, 6",Female,31,No
37324,Yes,No,"Mandarin, English, French, German","5, 0, 13, 16",Female,18,No
37333,Yes,Yes,"French, Gujarati","6, 1",Female,19,No
32491,Yes,Yes,"English, Spanish, Korean","0, 13, 16",Non-binary,19,No
37330,Yes,Yes,"English, Greek, French, Spanish, Italian","0, 0, 10, 16, 5",Female,26,No
37336,Yes,Yes,"English, French, Mandarin, Dutch, Japanese","0, 5, 0, 13, 16",Woman,18,No
33049,Yes,Yes,"English, Spanish, French, Latin, German","0, 0, 5, 18, 16",Male,19,No
37423,Yes,Yes,"English, Pangasinan, French, German, Tagalog","0, 0, 10, 18, 0",Woman,18,No
26959,Yes,Yes,"Canadian English, Mandarin, Shanghainese, Cantonese, Canadian French","0, 0, 0, 0, 6",Female,21,No
37402,Yes,Yes,"English, Korean, French (Canadian)","0, 0, 9",Woman,18,No
37420,Yes,Yes,"English, Mandarin, Cantonese","0, 0, 0",female,18,No
37408,No,Yes,"English, Mandarin Chinese, French, Japanese, Spanish","5, 0, 11, 11, 14",Transgender Non-binary,18,No
29347,Yes,Yes,"English, French","0, 10",Male,20,"Yes, please specify the disorder or disability:"
37345,Yes,Yes,"English, Mandarin","5, 0",Female,18,No
37387,Yes,No,"Cantonese, English, Mandarin, Portuguese","0, 3, 3, 13",Female,18,No
36955,No,Yes,"English, Spanish","0, 12",Female,18,No
37120,Yes,No,"English, Tagalog, Filipino, Spanish, French, German, Italian","0, 0, 0, 12, 11, 19, 12",Female,20,"Yes, please specify the disorder or disability:"
37441,Yes,Yes,"English, Spanish","0, 15",Female,18,No
37438,Yes,Yes,"English, Chinese","0, 0",Man,20,No
37450,Yes,Yes,"Punjabi, French, Hindi, English","0, 0, 0, 0",Male,23,No
37114,No,No,"Farsi, English, French, Arabic","0, 4, 12, 13",female,19,No
37012,Yes,No,"Mandarin, Canadian French, Korean, Japanese","0, 11, 12, 15",Male,18,No
37453,Yes,Yes,"English, Cantonese, Mandarin","0, 0, 10",F,21,No
37219,No,No,"Mandarin, English","0, 9",Female,33,No
37456,Yes,No,"English, Hindi, Marathi, Sanksrit, French","3, 0, 0, 11, 15",Female,24,No
37459,Yes,Yes,"English, Gujarati, Hindi, French, Arabic, Spanish, Greek","2, 2, 4, 10, 6, 16, 18",Female,19,No
37465,Yes,Yes,"English, Tagalog, French","2, 2, 9",Male,21,No
37306,Yes,Yes,"English, Spanish, French, Hindi, Tamil","3, 12, 19, 1, 1",NA,NA,No
36967,Yes,Yes,"English, Mandarin Chinese","4, 0",Male,17,No
37354,Yes,No,"English, Mandarin, Taiwanese","3, 0, 0",Female,20,No
37477,Yes,Yes,"English, Tagalog, Bisaya, Arabic, Spanish","0, 0, 0, 0, 12",Female (she/her),19,No
32449,Yes,Yes,"English, Mandarin, French","0, 0, 13",Female,20,No
37480,Yes,Yes,English,0,Male,23,No
37468,Yes,Yes,"English, French, Spanish, Portuguese","0, 0, 0, 0",Male,18,No
37054,Yes,Yes,"Korean, French","0, 5",Women,18,No
37000,Yes,No,"English, Kannada, Tulu, Hindi, Arabic, Sanskrit, Tamil, Marathi, Kashmiri, Gujarati","0, 0, 0, 7, 6, 12, 4, 18, 16, 18",Male,18,No
37444,No,No,"English, Punjabi, Spanish","5, 0, 16",Female,21,No
37249,No,No,"Mandarin, English","0, 12",woman,18,No
37483,Yes,Yes,"English, Mandarin, French","0, 0, 8",Male,19,No
34390,Yes,Yes,"Mandarin, English","0, 3",Female,20,No
37486,Yes,Yes,"Polish, French","0, 0",Female,21,No
37414,Yes,Yes,,,NA,NA,No
22771,Yes,Yes,"English, Japanese, Mandarin, Cantonese, Taiwanese Hokkien, French","0, 14, 0, 0, 0, 9",Female,22,No
37432,Yes,Yes,"English, Arabic, Tamil","0, 6, 0",Male,19,No
37492,Yes,No,"Mandarin, French, English","0, 11, 3",Female,20,No
32653,Yes,No,"Cantonese, English, Mandarin, French, Korean","0, 2, 6, 10, 13",Female,19,No
37495,No,No,"Mandarin, English","1, 9",Female,18,No
37102,Yes,Yes,"English, Cantonese, Mandarin","0, 0, 0",Female,18,No
37156,No,No,"English, Mandarin, French","6, 0, 12",female,18,No
37207,Yes,Yes,"English, Cantonese, Mandarin, French","0, 0, 0, 0",boy,20,No
37504,Yes,Yes,"German, English, Korean, French","19, 0, 20, 7",Male,20,No
37519,Yes,Yes,"Japanese, Serbo-Croatian, French, English","0, 0, 10, 0",Male,18,No
37510,Yes,No,"English, Cantonese, Mandarin, Japanese, French, Burmese, Spanish","3, 0, 8, 14, 11, 10, 13",Female,18,No
37513,Yes,No,"English, Punjabi, Hindi, French","0, 0, 5, 10",Female,19,No
37087,Yes,No,"English, French, Mandarin, American Sign Language","4, 7, 0, 10",F,20,No
37522,Yes,Yes,"English, Japanese, Danish, German","0, 0, 19, 20",Male,28,No
37525,Yes,Yes,"English, French, German","0, 5, 16",Male,20,No
37516,Yes,Yes,"English, Mandarin, Taiwanese, French, Korean","0, 0, 5, 12, 16",female,19,No
37528,No,No,"Mandarin (native), English (educational)","0, 3",Female,19,No
37531,Yes,Yes,English,1,Male,22,No
33556,Yes,Yes,"English, Cantonese, Mandarin","5, 0, 8",Female,19,No
37417,No,Yes,"Farsi, English, Turkish, Hindi, Urdu","0, 6, 18, 19, 20",Female,20,No
37543,No,No,"Urdu, Sindhi, English, German","0, 0, 0, 11",female,19,No
37090,Yes,Yes,"English, Urdu, French","0, 0, 9",Male,18,No
37546,Yes,Yes,"English, Arabic, Spanish","0, 0, 15",Male,20,No
